category,location_type,context,persistent_id,id,location_subtype,month,latitude,location.street.id,street_name,longitude,outcome_status_category,outcome_status_date
vehicle-crime,Force,,44328d59db71dfe94f0693be382118eacd646a9b597280eb96c0c1705cece80b,130055430,,2025-07,52.636041,1738351,On or near East Gates,-1.133444,Investigation complete; no suspect identified,2025-07
vehicle-crime,Force,,c96d1af4c03bde6912e8c308205eddd0d099915d2a4d91851610482142a07572,130054338,,2025-07,52.633709,1738109,On or near New Street,-1.136563,Investigation complete; no suspect identified,2025-08
vehicle-crime,Force,,ce44fc3e71233309d4ea5675983f91fb1401ba3aeefaab47cbf48b16363bf951,130057148,,2025-07,52.622852,1737331,On or near Bisley Street,-1.150707,Investigation complete; no suspect identified,2025-08
vehicle-crime,Force,,aeb6a6b03e6fd2e5543bcc6c542667663aa95d030868c376c2dcd17de2d03796,130063612,,2025-07,52.630994,1737181,On or near Linkway Gardens,-1.154051,Under investigation,2025-07
vehicle-crime,Force,,86d16c1bd42042a2af8cab89cfe4ef10689a944d2759870f370880eea662fe2a,130055037,,2025-07,52.624407,1737648,On or near Hattersley Way,-1.145684,Awaiting court outcome,2025-07
vehicle-crime,Force,,08a78174ee49f2ddf6e896321fa16500688e62b76e45839bb91f3714775c9d92,130063910,,2025-07,52.628812,1738879,On or near De Montfort Place,-1.123495,Investigation complete; no suspect identified,2025-08
vehicle-crime,Force,,da528d9c2add83847d062a5f82474cad91426aae52d485e875bde7851155fe1e,130063681,,2025-07,52.628812,1738879,On or near De Montfort Place,-1.123495,Under investigation,2025-07
vehicle-crime,Force,,05d12dfae7a5352c71f5164fd2a9a85813f2481a05f0384d2bf302abab5a8bc4,130057330,,2025-07,52.624788,1737410,On or near Noel Street,-1.149857,Investigation complete; no suspect identified,2025-07
vehicle-crime,Force,,a6a49a15dc76cb9e67e374a669ced33ec91ad81ab081f0f284d46e4be6f088e0,130057281,,2025-07,52.637134,1737219,On or near Tyrrell Street,-1.151524,Investigation complete; no suspect identified,2025-07
vehicle-crime,Force,,79b53988eb01798b0fd31f7a379458599375d4d5959c345056e1d91593322e79,130059678,,2025-07,52.634169,1738654,On or near Colton Street,-1.128191,Unable to prosecute suspect,2025-08
vehicle-crime,Force,,e95d7cc07b1cbc7c0ff4b7e4836ad3134e632e14944c50f29af57240aa3f2794,130061192,,2025-07,52.638050,1738108,On or near East Bond Street,-1.136404,Formal action is not in the public interest,2025-08
vehicle-crime,Force,,54c8467dd244bef17719d03581530c6cd4363c9930948846733af24acfe74c7a,130061512,,2025-07,52.640594,1738498,On or near Royal East Street,-1.131506,Investigation complete; no suspect identified,2025-07
vehicle-crime,Force,,c13696e87bad9cda40c86ae80a1814a741618e110b508ddd77fcf578a7ddb77a,130063376,,2025-07,52.632870,1737604,On or near Little Holme Street,-1.144913,Investigation complete; no suspect identified,2025-08
vehicle-crime,Force,,0a4b5fcb582e7d144a9f7157ef44800342b5eb829a44cfd01487d3436ebadf30,130061229,,2025-07,52.616227,1737842,On or near Pentland Close,-1.139610,Under investigation,2025-07
vehicle-crime,Force,,b740aec2d6fe105253525a440caf9818a7b5cf4942aa5d0938db9e68a808f1b6,130065777,,2025-07,52.634169,1738654,On or near Colton Street,-1.128191,Investigation complete; no suspect identified,2025-08
vehicle-crime,Force,,7427ca4475d2f84426540714e1969aa12a689dc707af3290940130bfe16fa6e9,130054457,,2025-07,52.626486,1738010,On or near Clarendon Street,-1.138478,Investigation complete; no suspect identified,2025-07
vehicle-crime,Force,,0b32f616772fc72d0670e77c6fb40a9483f583a427e8409202475d8d5e9cc639,130064329,,2025-07,52.634392,1737937,On or near Parking Area,-1.140229,Investigation complete; no suspect identified,2025-07
vehicle-crime,Force,,25b36271902deda864445ca34ad598e939e0a370bc87002432ba5b97585764b2,130064200,,2025-07,52.624407,1737648,On or near Hattersley Way,-1.145684,Investigation complete; no suspect identified,2025-07
vehicle-crime,Force,,372b33b17f0a1bc89580e1684abca65a3f54ffcc9b03f1fa0791fafd749861b5,130054472,,2025-07,52.635401,1738659,On or near Parking Area,-1.128314,Investigation complete; no suspect identified,2025-07
vehicle-crime,Force,,0d66cd8c807e43661cef346a790084930b44b9d36576a222023213659d8348cf,130064724,,2025-07,52.624174,1738113,On or near Filbert Street East,-1.137031,Investigation complete; no suspect identified,2025-07
vehicle-crime,Force,,1186fb582db55fd393c55ca130342479c6ac9c6c8b02cdb8cd1900b331ebbcde,130056815,,2025-07,52.635821,1737423,On or near Bosworth Street,-1.150249,Investigation complete; no suspect identified,2025-07
vehicle-crime,Force,,b62eb8ffbc74b6120bb5746976b5e6d8f4e3b879a21376d5e9ff65fbf076f2d9,130050644,,2025-07,52.627455,1739118,On or near Mill Hill Lane,-1.118736,Investigation complete; no suspect identified,2025-08
vehicle-crime,Force,,c127ed323380e0619dbe9e6d9ed72bb34bc3181916ff761ebecd4221d5b6fa0f,130063345,,2025-07,52.632071,1738551,On or near Chatham Street,-1.130183,Under investigation,2025-07
vehicle-crime,Force,,a3d0d7a7a6b0f2e29f4490a5f0788a42dced0c7d6531f25425de84d3a118995d,130063988,,2025-07,52.636623,1737784,On or near Ruding Street,-1.142978,Investigation complete; no suspect identified,2025-07
vehicle-crime,Force,,3a1dafe237da2b0426712ffcd7764c1cb293cdae25a9cb38a9e8589a393df10f,130058372,,2025-07,52.623968,1737354,On or near Walton Street,-1.150789,Under investigation,2025-07
vehicle-crime,Force,,7f5a738340592f8c19383eb6682a9e2bad16c0e25f68732d251dd3b7d65140e9,130063823,,2025-07,52.627381,1738616,On or near Regent Road,-1.126952,Investigation complete; no suspect identified,2025-07
vehicle-crime,Force,,4d8321620e1d1e20353f8375c5c87e270b6dac41bc6ff044e1d760875111f8fd,130053893,,2025-07,52.629734,1738975,On or near Brookhouse Avenue,-1.121660,Investigation complete; no suspect identified,2025-07
vehicle-crime,Force,,4958c1c2ea1415bd17143f68d9be9a2aadbaff6ae6a5a4382bf025d56f281568,130053474,,2025-07,52.630004,1738814,On or near Regent Street,-1.125348,Unable to prosecute suspect,2025-08
vehicle-crime,Force,,0da0f5ab52d4c08ae68f10fd836d2343aeb538c25a756ccf4840acc7a56ffc9f,130063615,,2025-07,52.628812,1738879,On or near De Montfort Place,-1.123495,Investigation complete; no suspect identified,2025-07
vehicle-crime,Force,,90b34bc30d389d21eab4bf52557afe4efdf45ef6a37fa59a66476f16539d8fe4,130063259,,2025-07,52.631767,1738612,On or near Dover Street,-1.129155,Unable to prosecute suspect,2025-07
vehicle-crime,Force,,b8d5cfbb83bcc8567615081a12caee19759cf43767b9aa466b8c3ffcd5e4e70f,130063189,,2025-07,52.624174,1738113,On or near Filbert Street East,-1.137031,Investigation complete; no suspect identified,2025-07
vehicle-crime,Force,,a3de943b71a1c68be049df16780a02b33c2db6df917204ac57aea9e74ddaa256,130063118,,2025-07,52.627535,1738829,On or near Princess Road East,-1.124599,Investigation complete; no suspect identified,2025-07
vehicle-crime,Force,,8ba20164435e4bf97cb6606f83ca489d7858c26ece758ef437e224d48c38b285,130062500,,2025-07,52.631902,1739585,On or near Park Vale Road,-1.108703,Investigation complete; no suspect identified,2025-07
vehicle-crime,Force,,de8d8e24bfa057e0e28c94229707ceaef69ab4febff625630f4761e2091ceab3,130065634,,2025-07,52.633860,1739005,On or near Hutchinson Street,-1.119302,Investigation complete; no suspect identified,2025-07
vehicle-crime,Force,,a35f02b035addb4117122fc41aa49706c06e0a05476628f056d508a74788f997,130056547,,2025-07,52.626768,1738882,On or near Further/higher Educational Building,-1.123078,Under investigation,2025-07
vehicle-crime,Force,,638729bc1f615775f05d6f21a947bb28d2a11d0ad743d89bf96579b6d99e1b03,130049843,,2025-07,52.621217,1737965,On or near Pavilion Close,-1.138404,Under investigation,2025-07
vehicle-crime,Force,,5b115bdbff29aeb2e70e92b3464b9fd0477993bdd8ba453fe9b0f529986da936,130062437,,2025-07,52.634503,1737385,On or near Kate Street,-1.149403,Investigation complete; no suspect identified,2025-07
vehicle-crime,Force,,641f658edf68999012b95e96c235bf520fa27fe3e35418201f63f1c148d13b7d,130062236,,2025-07,52.618023,1738421,On or near Putney Road,-1.129457,Investigation complete; no suspect identified,2025-07
vehicle-crime,Force,,471c80335174c0a67535252fb362bcd7a50bfc604242d88454f6a00270dd1c4a,130055984,,2025-07,52.628748,1737764,On or near Western Boulevard,-1.143043,Investigation complete; no suspect identified,2025-08
vehicle-crime,Force,,6489d071242d0650f8f2925d5a0111fa949bffb994fa8236a393db7e6821545a,130062012,,2025-07,52.635865,1739218,On or near Garendon Street,-1.115685,Investigation complete; no suspect identified,2025-07
vehicle-crime,Force,,280ca2deae77e99fa08fca1f74c32ea0bf5831558808589130713b7526762397,130061545,,2025-07,52.630429,1738658,On or near Ashwell Street,-1.126994,Investigation complete; no suspect identified,2025-08
vehicle-crime,Force,,871ad1f690997fd59368023a84c786dcb75ea998d8fd8e444da65eb66aba87f3,130051952,,2025-07,52.629221,1737316,On or near Shaftesbury Road,-1.151204,Under investigation,2025-07
vehicle-crime,Force,,8d8b1b31ebf63db2da4e2a8cd48b1471c78e126cc407dc9f87f55ee2d64cabdd,130061543,,2025-07,52.623221,1737287,On or near Ivy Road,-1.152030,Investigation complete; no suspect identified,2025-07
vehicle-crime,Force,,8a5c07583db38362c6a761a86b73f236195c884fc04547bd7c3f86d69c97f09e,130060590,,2025-07,52.634675,1737865,On or near St Nicholas Circle,-1.140859,Investigation complete; no suspect identified,2025-08
vehicle-crime,Force,,87525a0fddf18bd0450344d8079e1122dea1ab2b086103936facae7f40537dc6,130061553,,2025-07,52.629847,1737521,On or near Celt Street,-1.148341,Investigation complete; no suspect identified,2025-07
vehicle-crime,Force,,0b753b076ec0625ad6511cec072d5d3a42a3c28de93fc6338983c6a91ca98667,130060552,,2025-07,52.635290,1737490,On or near Clifford Street,-1.148856,Under investigation,2025-07
vehicle-crime,Force,,d200d275b2d11a14f8e6e2dd993c67accca29ffbc5cfab51827a5f7ac811f04f,130056761,,2025-07,52.625975,1738088,On or near Farndale Close,-1.137410,Investigation complete; no suspect identified,2025-08
vehicle-crime,Force,,eb472b6dbf049f489c3fdd141841da4912f70cbbbc66d1d02dd540357012708e,130064407,,2025-07,52.636054,1738679,On or near Vestry Street,-1.127784,Investigation complete; no suspect identified,2025-07
vehicle-crime,Force,,2728efafc6293cb0210c001ba0aabba54e3632341df810b0c3eefedb131596ce,130061039,,2025-07,52.625255,1739323,On or near St James Road,-1.114156,Investigation complete; no suspect identified,2025-07
vehicle-crime,Force,,796ffd06437bf26df169e11fdf7cd6f12bcbb8df9c0c63a739b71c3805b935bb,130060970,,2025-07,52.632805,1738842,On or near Campbell Street,-1.124819,Investigation complete; no suspect identified,2025-07
vehicle-crime,Force,,30b52cbc53ba7b867bf0f9927eb9e1279802cd9cdd05483854da1ed212f89d16,130060821,,2025-07,52.620491,1738051,On or near Sports/recreation Area,-1.138014,Investigation complete; no suspect identified,2025-07
vehicle-crime,Force,,dec77cbb068db6c1432e291ea65648a6da29319f2a41c6fe79ec5e42a920b920,130056059,,2025-07,52.626768,1738882,On or near Further/higher Educational Building,-1.123078,Investigation complete; no suspect identified,2025-07
vehicle-crime,Force,,e8016f6b11e5209e68c322f66a59fe76970ba5fe51af71ea1980da645c6693bb,130060479,,2025-07,52.638357,1738114,On or near Grape Street,-1.136649,Investigation complete; no suspect identified,2025-07
vehicle-crime,Force,,478ca37421a73985e44b9bede827332410e1dd8fe935fac7df7f7fc4d2f24c87,130064908,,2025-07,52.634392,1737937,On or near Parking Area,-1.140229,Investigation complete; no suspect identified,2025-07
vehicle-crime,Force,,839f73a2c08e0356e8fe8aa2e29a7b0a829790babb91afbbeb0f2a07be07186a,130049668,,2025-07,52.623681,1738102,On or near Hazel Street,-1.137277,Investigation complete; no suspect identified,2025-07
vehicle-crime,Force,,699af86e392202088ec11463f540b790cd9e9fc01c15687f8d3e8ba29a0e6525,130054326,,2025-07,52.639629,1738544,On or near Jubilee Road,-1.129856,Investigation complete; no suspect identified,2025-08
vehicle-crime,Force,,1083f920de41c18b254029b8f9eb4874271aa3822b75ba496c942d18fa84363e,130059939,,2025-07,52.637843,1738541,On or near Shopping Area,-1.130275,Investigation complete; no suspect identified,2025-07
vehicle-crime,Force,,0680fa9c43c735ca6ce8e5ac2c6b3d6ab3a6f026b635fd7a1260768d3ab28c1f,130050956,,2025-07,52.626216,1737573,On or near Western Road,-1.147215,Investigation complete; no suspect identified,2025-07
vehicle-crime,Force,,c5d1913c5f1c0dee1eff1c314b73e7894e0ef91df9f2461ab59a423fb404d8ee,130054937,,2025-07,52.629982,1738203,On or near Lower Brown Street,-1.134642,Investigation complete; no suspect identified,2025-07
vehicle-crime,Force,,0d0f1b9b4f224461d50878d2590753abfe5f5e86e0e43f2a9d050e6dc01a607a,130055955,,2025-07,52.626768,1738882,On or near Further/higher Educational Building,-1.123078,Investigation complete; no suspect identified,2025-07
vehicle-crime,Force,,78fbd865379741530891592b6b67521793240a6dd27b5b7c8fa88cfb6432e82e,130063835,,2025-07,52.634392,1737937,On or near Parking Area,-1.140229,Investigation complete; no suspect identified,2025-08
vehicle-crime,Force,,76f2932cea966dd3fe3a54f80946907d9a12517495e7a74622ac7b63e9c9d512,130055169,,2025-07,52.628536,1739547,On or near Biddulph Avenue,-1.109318,Investigation complete; no suspect identified,2025-07
vehicle-crime,Force,,5366649316d7e3e125a868f4f68f330f715c1a26ee1122cb6bc6ed8895782f78,130064793,,2025-07,52.624174,1738113,On or near Filbert Street East,-1.137031,Investigation complete; no suspect identified,2025-08
vehicle-crime,Force,,17d869d08268f93660ce9073b7e372ab42e3e842f2c60dfe1bbd101d7cc82998,130059386,,2025-07,52.638358,1738578,On or near Parking Area,-1.129437,Investigation complete; no suspect identified,2025-07
vehicle-crime,Force,,be9f59884b1d8a910175df83005e7ab664eb5a9c158d2b19ef4bce71531adfa0,130053453,,2025-07,52.622852,1737331,On or near Bisley Street,-1.150707,Investigation complete; no suspect identified,2025-07
vehicle-crime,Force,,1a85a4a21537d9518a2bd3999adc48f64bcb1b98636937ac6457649ee4a8636a,130065552,,2025-07,52.635097,1739427,On or near Chatsworth Street,-1.111549,Investigation complete; no suspect identified,2025-07
vehicle-crime,Force,,fe28dd3d51319acfb9d518f1d31b35e18e24a9012f60b7d0d5ab43e928594f24,130059369,,2025-07,52.638358,1738578,On or near Parking Area,-1.129437,Investigation complete; no suspect identified,2025-07
vehicle-crime,Force,,17faff05a1e1d7d02f199f92b7f89ff4551241bac2443b2566e11da9088af801,130054138,,2025-07,52.626782,1738090,On or near Hospital,-1.135961,Investigation complete; no suspect identified,2025-07
vehicle-crime,Force,,b47a9b7b29afcddc634e8c8b25ebdadb1a044705eb3cde07559b26f4744bac26,130054657,,2025-07,52.623507,1738182,On or near Aylestone Walk,-1.133174,Under investigation,2025-07
vehicle-crime,Force,,04b9b2a75cd94547549e0f12f54463ed9758c307aaedceabde05f5d529b5c0ed,130057268,,2025-07,52.634237,1738695,On or near Conference/exhibition Centre,-1.127731,Under investigation,2025-07
vehicle-crime,Force,,908143a3b2890bc50ab92976bb46ed41ac49bf7fb49849b673a3b19f181ac03e,130054142,,2025-07,52.623733,1737598,On or near Watkin Road,-1.146967,Investigation complete; no suspect identified,2025-07
vehicle-crime,Force,,80aca493d5df9294a4f6e3bb3d4878f243de2e7c47dd2b41e859fb5275ce5388,130064668,,2025-07,52.638050,1738108,On or near East Bond Street,-1.136404,Under investigation,2025-07
vehicle-crime,Force,,3955471f4d6a775a0ce0f8f6487f51102ff7ca716b47a1e4fcb30e86ffaa51c6,130052316,,2025-07,52.625255,1739323,On or near St James Road,-1.114156,Investigation complete; no suspect identified,2025-07
vehicle-crime,Force,,8672dca16a55577db5aad0deda8b0553545636ec6bc13bd2483a04efc04962a1,130059201,,2025-07,52.640181,1738478,On or near Garden Street,-1.131588,Investigation complete; no suspect identified,2025-07
violent-crime,Force,,266ed1ee2aa5b61d212a80e4d2322a7430c3734541fd03adc16d4c4c9d6dcb4e,130055880,,2025-07,52.634409,1738338,On or near Shopping Area,-1.133652,Awaiting court outcome,2025-07
violent-crime,Force,,41c49c4cbd90aed7938128b4c19157ffde7f8a710324fa384055cef22fa636a6,130055825,,2025-07,52.622852,1737331,On or near Bisley Street,-1.150707,Investigation complete; no suspect identified,2025-07
violent-crime,Force,,feee9d6df5c1ddc6ffcfa445f5b3767ce12c395b2f3371d73a071be77a51503e,130055829,,2025-07,52.622852,1737331,On or near Bisley Street,-1.150707,Investigation complete; no suspect identified,2025-07
violent-crime,Force,,f34071fe84bf1c72a0b527aaa4969b36412e5ed3218a8e1f29bd57cfaab72190,130055830,,2025-07,52.636857,1738642,On or near St James Street,-1.128211,Awaiting court outcome,2025-08
violent-crime,Force,,74a02ac93f09e8b82a36a7e4beb0f714c50bd78c5c8bd06f5e9008050eead3d9,130055911,,2025-07,52.616105,1738350,On or near Euston Street,-1.132611,Unable to prosecute suspect,2025-07
violent-crime,Force,,565c5da8138fc4a06f370d9aeeccfb7e8c22424cae48ac60ec413ea6a6e8e240,130055918,,2025-07,52.616105,1738350,On or near Euston Street,-1.132611,Awaiting court outcome,2025-07
violent-crime,Force,,2869aa220523d280e8ad7947ebb4807a6c91a6fffa6596f7934f1924f5d717b4,130055937,,2025-07,52.626591,1739538,On or near Glossop Street,-1.108899,Unable to prosecute suspect,2025-08
violent-crime,Force,,0d6848a3e8216e82dfa51ce58456e5bdd9900d27146e498569034d42fe6b9dee,130055972,,2025-07,52.634787,1737952,On or near Parking Area,-1.139010,Under investigation,2025-07
violent-crime,Force,,0237867077c39d1f3872757d5ad7e99eaef814dd89499248e73eee221fcf5b62,130064471,,2025-07,52.633317,1738721,On or near Church Street,-1.127203,Investigation complete; no suspect identified,2025-07
violent-crime,Force,,4ee386acbd0b0718b4efa32d09cbbff9a9b91fa7d16279744b4d59b0448542b3,130056026,,2025-07,52.634409,1738338,On or near Shopping Area,-1.133652,Under investigation,2025-07
violent-crime,Force,,3770aacefa29c93641fff3aa7a2e673961699db0b92ff56dff7a5756c9a08d83,130056055,,2025-07,52.630693,1738552,On or near Wellington Street,-1.129885,Awaiting court outcome,2025-07
violent-crime,Force,,7578117d7783b625be76c8b1ec8e37059282700205736b913919bf515779ce59,130056051,,2025-07,52.630796,1738392,On or near Marlborough Street,-1.132868,Unable to prosecute suspect,2025-07
violent-crime,Force,,0a8b18c5a5c926d60774d660a6c6dcacfe6398b013da6c26622a581556e174bd,130056134,,2025-07,52.627137,1739115,On or near St Albans Road,-1.117058,Under investigation,2025-07
violent-crime,Force,,1533a02066c73eafc5bd192afd103ed89bbeeb958a08bf9db8c7b3c6ec596f1d,130056132,,2025-07,52.637740,1738170,On or near Church Gate,-1.134563,Unable to prosecute suspect,2025-07
violent-crime,Force,,f20380f349a7c8d8d552a15afc53972b0c3dfcd297056007d082812410dd5675,130056138,,2025-07,52.626873,1738625,On or near Lower Hastings Street,-1.128779,Unable to prosecute suspect,2025-07
violent-crime,Force,,397187bf4dfd02738ea48d5c9d7ab5bb80050116436e5bfd6a7d5f052073b134,130056114,,2025-07,52.630637,1739214,On or near Gopsall Street,-1.116204,Unable to prosecute suspect,2025-08
violent-crime,Force,,4978dcdd117c750d6e15ac386e34ee45fb537bf941583a26e150da300b46ccfd,130056200,,2025-07,52.619400,1738734,On or near Further/higher Educational Building,-1.123094,Local resolution,2025-08
violent-crime,Force,,1bcc637bb5a7116874cc6a463914bf735f628aa0595e20205f5031edeafa1e50,130056220,,2025-07,52.639052,1738044,On or near Burgess Street,-1.138290,Under investigation,2025-07
violent-crime,Force,,3c8fad9c2476b9df74b39a4251b75e9d4681987f104bd45a0830c76f6aaf5eeb,130056291,,2025-07,52.634136,1738239,On or near Hotel Street,-1.134752,Unable to prosecute suspect,2025-08
violent-crime,Force,,c62a461dedd4f997cd894ab2d366d3e9b2bc4c06467f710f9775bc0a74f6747f,130056300,,2025-07,52.633502,1738435,On or near Bishop Street,-1.131662,Unable to prosecute suspect,2025-08
violent-crime,Force,,4fe9ec006330f0f69207c437edd1eec1508142a097d371e06b3a7a54e2af5300,130056313,,2025-07,52.633158,1738173,On or near Wycliffe Street,-1.136205,Under investigation,2025-07
violent-crime,Force,,a56f40c8d58175403d31c25cac45ae9b2f72c5bbba3843611105b6491409a6d5,130056323,,2025-07,52.632901,1738395,On or near Nightclub,-1.131836,Local resolution,2025-08
violent-crime,Force,,a14e3338ec4ac9c33fa705ba7548f5f84e675c3f39024f8eb983706b4a5d309d,130056325,,2025-07,52.632901,1738395,On or near Nightclub,-1.131836,Local resolution,2025-08
violent-crime,Force,,0f1053ca91f7d897b9901f4f704799b7c9e2edb72f41a194832c58fb19fb933b,130054227,,2025-07,52.635797,1738449,On or near Fox Lane,-1.131926,Investigation complete; no suspect identified,2025-07
violent-crime,Force,,5db4600ecd919c72e14ffdb296a44af1fc8ff2c45738eb1c3515c1406742a76a,130056345,,2025-07,52.633318,1738276,On or near Nightclub,-1.134798,Investigation complete; no suspect identified,2025-08
violent-crime,Force,,2a454d31314c416beffe3f8fff5fe6ebe6b7098b8e89ae64d0c37243e90a179e,130056333,,2025-07,52.630574,1738432,On or near King Street,-1.131985,Local resolution,2025-07
violent-crime,Force,,cca0e2447c85203cdb795a9a6ceb6f9493a398b492cec11ca52ca0e60ef5f4e8,130056423,,2025-07,52.625208,1737460,On or near Bruce Street,-1.149509,Formal action is not in the public interest,2025-08
violent-crime,Force,,34e28aedc03d72ff312cab1d11f72275c9d3b0ebadd44448e73118b7c60cabc0,130056435,,2025-07,52.628111,1737188,On or near Barclay Street,-1.154417,Under investigation,2025-07
violent-crime,Force,,92ede29324c6eafe1109fbc4cadb17ff3d2115da82b66e8c47c790f0d8d88a81,130056638,,2025-07,52.634916,1739535,On or near Bakewell Street,-1.110134,Unable to prosecute suspect,2025-08
violent-crime,Force,,a13b1a16d04bc925a1040df3046547db94cf75e07d6cd00a8681044ccfe7aabb,130056723,,2025-07,52.625208,1737460,On or near Bruce Street,-1.149509,Investigation complete; no suspect identified,2025-08
violent-crime,Force,,5adf8acb02f1f3397e3d521ac9e7b0350973a4d612955d182dedfdd86c61b942,130056783,,2025-07,52.640579,1738507,On or near Wood Street,-1.130635,Investigation complete; no suspect identified,2025-07
violent-crime,Force,,6e054bd46b791954ba3ec47aab5b63a22fc72a41c0e31b8d82acefc7604a54d9,130056976,,2025-07,52.627798,1737705,On or near Tarragon Road,-1.144613,Under investigation,2025-07
violent-crime,Force,,53b94865105140629abc52c3e7e8ea84111d9b170ccdaddeaadbf1ccaf840a11,130054167,,2025-07,52.629134,1738570,On or near Museum Square,-1.129281,Investigation complete; no suspect identified,2025-07
violent-crime,Force,,f2164206cbda81b59fcd0c64369fbe76a304e2eb14cf585901f8f9197e3bf736,130056996,,2025-07,52.626525,1737691,On or near Sage Road,-1.145081,Under investigation,2025-07
violent-crime,Force,,80a0f261c047185a7fb051e5141fc186cd2226082ea6d744fc8c69550e5b95d9,130057125,,2025-07,52.627433,1738022,On or near Winifred Street,-1.137632,Under investigation,2025-07
violent-crime,Force,,58f8ebe8bc73dae3dcede4888ade772f4ab2b98eee490fda088c6cad25e2132b,130340796,,2025-07,52.636235,1737783,On or near Blackfriars Street,-1.142794,Under investigation,2025-07
violent-crime,Force,,c36aaf9e78dd3e91c04c677f13d1be1e086dff6b7dd14713bc06e45509e50bad,130057213,,2025-07,52.636054,1738679,On or near Vestry Street,-1.127784,Under investigation,2025-07
violent-crime,Force,,8e53db149a760c8ef6ed3818730c75fdbcfa99c1b40922bcd9c8f2200c3427be,130057234,,2025-07,52.630313,1737363,On or near Latimer Street,-1.150563,Under investigation,2025-07
violent-crime,Force,,7ad1f20cf1b87c09bc9a483a0af35d6b24f1670a6d6006e528650970fc5a1231,130057411,,2025-07,52.626782,1738090,On or near Hospital,-1.135961,Unable to prosecute suspect,2025-08
violent-crime,Force,,9a906a54dfa625d7e5417ba3fab351551661acd26d2a7d18a57b540d501fff85,130054021,,2025-07,52.627052,1737887,On or near Ullswater Street,-1.140875,Unable to prosecute suspect,2025-08
violent-crime,Force,,af7529e6f1b79fd93a93d6e0c76fa1108a62ed0666f15c082a701f74ccf7761e,130057606,,2025-07,52.620909,1739111,On or near St Marys Road,-1.116031,Under investigation,2025-07
violent-crime,Force,,21e71f101f47aecf4064932b181e249d8c9eee402011175ec1b9aa905cf100a3,130054067,,2025-07,52.625748,1737962,On or near Thirlmere Street,-1.139615,Further investigation is not in the public interest,2025-07
violent-crime,Force,,5843f8a26f84fda617dbc5abeed2a4f71562d24a637a0bd654fcd84552343ddf,130057701,,2025-07,52.632991,1739348,On or near Darley Street,-1.113675,Further investigation is not in the public interest,2025-08
violent-crime,Force,,09bd84e0bc6b8d94b06084e497149d3f35dd95f20949a84e0fe334128568d8b5,130057693,,2025-07,52.630693,1738552,On or near Wellington Street,-1.129885,Under investigation,2025-07
violent-crime,Force,,b05c8fbf56a42e358cc45d9806756262db016f7ac6fa304799c415126e7b4fea,130057687,,2025-07,52.625820,1737867,On or near Windermere Street,-1.140899,Unable to prosecute suspect,2025-08
violent-crime,Force,,8014290ca74a4f455521d211c33b53647b60b3f5cb725c77d8524ea3b3a2ba68,130057763,,2025-07,52.629454,1737519,On or near Saxon Street,-1.148644,Unable to prosecute suspect,2025-08
violent-crime,Force,,64673f6d91d6ef1750c1c1f070607ce70aa875e7a5f7aca69ab714532a2990df,130054027,,2025-07,52.625975,1738088,On or near Farndale Close,-1.137410,Under investigation,2025-07
violent-crime,Force,,a0e4638859d8b2175e13df86e0d4868267a06cbb885f6e4a03bef796b6b2562f,130057816,,2025-07,52.633135,1739184,On or near Atlas Close,-1.117277,Under investigation,2025-07
violent-crime,Force,,5da2468f616b4d06cb63c01e3f06d9124447f27d4561182bfba3ecc3ba6c02bc,130057895,,2025-07,52.633821,1739372,On or near Ashbourne Street,-1.112830,Unable to prosecute suspect,2025-08
violent-crime,Force,,b4b0f8682c0b50eb636357af797f3534f9ee3a437f06846151b76852e129a50b,130053999,,2025-07,52.639558,1738364,On or near Nightclub,-1.132473,Investigation complete; no suspect identified,2025-07
violent-crime,Force,,d380e789649b435aa08315b90adadabcd0c747e7f6c3920654aca7084f1f450a,130058072,,2025-07,52.637101,1738524,On or near Shopping Area,-1.130778,Investigation complete; no suspect identified,2025-08
violent-crime,Force,,36f3f562b5325c1416470e6f60dc1afece221c2ca13e5b2d65c673c264dfa4bc,130053977,,2025-07,52.623507,1738182,On or near Aylestone Walk,-1.133174,Unable to prosecute suspect,2025-07
violent-crime,Force,,e6cc084c9b13b6248c9c21de29ca33566dd01d1a0273883dacf204fd6b6f3538,130058250,,2025-07,52.623681,1738102,On or near Hazel Street,-1.137277,Formal action is not in the public interest,2025-07
violent-crime,Force,,1ec36ca63bd6f92dc129ff530ed911e35ce711357cfa8efd95b61d7f8be642df,130058421,,2025-07,52.640498,1737983,On or near St Margaret's Street,-1.136799,Under investigation,2025-07
violent-crime,Force,,ba864d38c1b5e5ed9cea440cbe3efd9362da00a9117dc96204211da40705b33a,130053972,,2025-07,52.623507,1738182,On or near Aylestone Walk,-1.133174,Unable to prosecute suspect,2025-07
violent-crime,Force,,eefa85f23d85eea2ef48698e983e87f3b474d90786ed422cc653a7c3b99fd8eb,130058579,,2025-07,52.627433,1738022,On or near Winifred Street,-1.137632,Unable to prosecute suspect,2025-08
violent-crime,Force,,cf039ac13bae41c3139cf975e53e5b489b45cac80a8127d19bb898ce45fe5237,130058761,,2025-07,52.631814,1738711,On or near Theatre/concert Hall,-1.126996,Under investigation,2025-07
violent-crime,Force,,b78d0766575242332d8bc59ed1cfcf4ff1b5a1f8c222385a7bc035149170f130,130058779,,2025-07,52.639558,1738364,On or near Nightclub,-1.132473,Under investigation,2025-07
